Brand,Battery_capacity(mAh),Screen_size(inches),Processor,RAM(GB),Internal_storage(GB),Operating system,Number of SIMs,Price,Resolution_width(px),Resolution_height(px),Rear_Camera(MP),Front_Camera(MP)
lenovo,4050,6,8,4,64,android,1,22999,1440.0,2560.0,16,8
lava,2700,5,4,3,16,android,2,4999,720.0,1280.0,13,5
lyf,2000,5,4,1,8,android,2,8399,720.0,1280.0,8,5
lava,2500,5,4,2,8,android,2,9700,720.0,1280.0,8,5
intex,1800,5,4,1,8,android,2,4499,480.0,584.0,5,2
samsung,2600,5,4,2,16,android,2,8299,720.0,1280.0,8,5
lyf,1750,4,4,0,4,android,2,1999,480.0,800.0,2,2
swipe,3050,5,8,2,16,android,2,2999,1080.0,1920.0,13,8
lava,2000,5,4,1,8,android,2,8999,480.0,854.0,5,2
intex,3000,5,4,2,16,android,2,4500,720.0,1280.0,8,5
lg,3000,6,8,3,16,android,1,8999,1080.0,1920.0,16,8
lg,4100,5,4,2,16,android,2,6999,720.0,1280.0,13,5
lyf,1400,4,4,0,8,android,2,4199,480.0,800.0,2,0
zen,1800,5,4,1,8,android,2,2639,480.0,854.0,5,2
lava,1750,5,4,0,4,android,2,4199,480.0,800.0,5,0
lava,1300,4,4,0,4,android,2,2399,480.0,800.0,2,0
panasonic,4000,5,4,3,16,android,2,5430,720.0,1280.0,8,5
lava,2200,6,4,1,8,android,2,4200,480.0,800.0,5,2
micromax,2500,5,4,1,8,android,2,5970,720.0,1280.0,8,8
micromax,1750,5,4,1,8,android,2,4299,480.0,854.0,5,5
intex,2200,5,4,1,8,android,2,4999,720.0,1280.0,8,5
intex,1900,5,4,1,8,android,2,4866,480.0,854.0,5,2
motorola,2800,5,4,2,16,android,2,6990,720.0,1280.0,8,5
sony,2700,6,8,3,16,android,1,7999,1080.0,1920.0,21,16
lenovo,2300,5,4,1,8,android,1,4500,720.0,1280.0,5,2
htc,2200,5,8,3,32,android,2,6498,720.0,1280.0,13,5
lyf,4000,5,4,1,8,android,2,5999,720.0,1280.0,8,2
lyf,1500,4,4,1,8,android,2,3599,480.0,800.0,5,2
lava,2000,5,4,0,4,android,2,3399,480.0,800.0,5,2
micromax,2000,5,4,3,16,android,2,4595,720.0,1280.0,8,2
intex,1800,5,4,1,8,android,2,3949,480.0,854.0,5,2
intex,1450,4,4,0,4,android,2,2666,480.0,800.0,0,0
htc,2800,6,8,3,32,android,1,7999,1080.0,1920.0,13,4
micromax,3000,6,4,1,8,android,2,7530,540.0,960.0,8,5
iball,2000,5,4,0,4,android,2,1999,480.0,854.0,5,0
honor,3000,5,8,2,16,android,2,9999,1080.0,1920.0,13,8
panasonic,2700,6,4,2,16,android,2,5549,720.0,1280.0,13,5
swipe,3000,6,4,3,16,android,2,7500,720.0,1280.0,13,5
asus,2070,5,4,1,8,android,2,3999,480.0,854.0,5,0
intex,1500,5,4,1,8,android,2,4750,480.0,854.0,2,0
zte,2540,6,4,2,16,android,2,4999,720.0,1280.0,13,8
zte,3000,6,8,3,32,android,2,4500,1080.0,1920.0,16,8
leeco,3000,6,10,4,32,android,1,5890,1080.0,1920.0,21,8
nubia,2800,5,8,3,64,android,2,9999,1080.0,1920.0,16,8
gionee,2000,5,4,1,16,android,2,4800,720.0,1280.0,5,2
yu,4000,6,8,3,16,android,2,6499,1080.0,1920.0,13,5
videocon,3000,5,4,1,8,android,2,4006,480.0,854.0,5,2
htc,3000,5,8,3,32,android,1,9751,1440.0,2560.0,12,5
meizu,4100,6,8,2,16,android,2,5290,1080.0,1920.0,13,5
reach,2500,5,4,1,8,android,2,2690,720.0,1280.0,5,2
asus,2500,5,4,2,16,android,2,4990,720.0,1280.0,8,5
gionee,1850,5,4,1,8,android,2,4999,480.0,854.0,5,2
samsung,5000,6,8,4,32,android,2,19980,1080.0,1920.0,16,8
intex,1400,4,4,0,4,android,2,2199,480.0,800.0,2,2
samsung,3300,6,8,2,16,android,2,13450,720.0,1080.0,13,5
samsung,3100,5,4,2,16,android,2,9999,720.0,1280.0,13,5
vivo,2200,5,4,1,16,android,2,8599,540.0,960.0,8,5
reach,2000,4,4,1,8,android,2,2200,480.0,800.0,3,1
lava,2500,5,4,2,8,android,2,4500,720.0,1280.0,8,8
videocon,2200,5,4,2,16,android,2,6600,720.0,1280.0,13,5
lava,1200,4,2,0,4,android,2,1999,480.0,800.0,2,0
intex,2500,5,4,1,8,android,2,3333,480.0,854.0,5,0
intex,1700,4,4,1,4,android,2,6500,480.0,800.0,2,0
lava,1750,5,2,0,8,android,2,1999,480.0,854.0,3,0
infocus,2300,5,4,1,8,android,2,4490,850.0,480.0,8,5
panasonic,1600,5,4,1,8,android,2,6760,480.0,854.0,5,2
intex,2200,5,4,1,8,android,2,3499,480.0,854.0,5,0
mphone,3050,6,8,4,64,android,2,6499,1080.0,1920.0,21,8
mphone,2600,6,8,3,32,android,2,7399,1080.0,1920.0,16,8
intex,2300,5,2,1,8,android,2,2999,480.0,854.0,5,2
lyf,2250,5,4,1,8,android,2,3499,480.0,854.0,5,5
blu,2300,5,4,2,16,android,2,7999,720.0,1280.0,13,5
zopo,3600,6,10,4,32,android,2,9980,1080.0,1920.0,21,8
xolo,2500,5,4,2,8,android,2,4559,720.0,1280.0,8,5
intex,2500,5,4,2,16,sailfish,2,4799,720.0,1280.0,8,2
zte,2500,5,4,2,16,android,1,3840,720.0,1280.0,8,8
sony,2620,5,1,3,32,android,1,19990,1080.0,1920.0,23,13
sony,2300,5,8,2,16,android,1,7994,720.0,1280.0,13,8
htc,2700,6,4,2,16,android,2,7890,720.0,1280.0,13,5
htc,2200,5,4,2,16,android,2,10299,720.0,1280.0,13,5
hp,4150,6,4,4,64,windows,1,88719,1440.0,2560.0,15,8
alcatel,2610,5,8,3,16,android,1,16999,1080.0,1920.0,13,8
intex,3000,5,4,2,16,android,2,6849,720.0,1280.0,8,5
swipe,3000,5,4,1,8,android,2,4099,480.0,854.0,8,3
lg,3000,6,4,1,16,android,1,7999,720.0,1280.0,13,8
intex,2200,5,4,3,16,android,2,6800,720.0,1280.0,8,2
intex,3000,5,4,1,8,android,2,3099,720.0,1280.0,5,2
microsoft,2000,5,4,1,16,windows,1,9990,720.0,1280.0,8,5
lg,2520,5,8,2,16,android,1,8000,1080.0,1920.0,13,8
intex,2500,5,4,1,8,android,2,2999,720.0,1280.0,8,2
intex,1400,4,4,0,4,android,2,2799,480.0,800.0,2,2
lava,2500,5,4,2,8,android,2,7980,720.0,1280.0,8,5
lava,2000,5,4,0,4,android,2,4949,720.0,1280.0,5,2
lenovo,5000,6,8,3,32,android,2,7679,1080.0,1920.0,13,5
lava,2500,5,4,1,8,android,2,3990,720.0,1280.0,5,2
intex,1500,4,1,1,8,android,2,2990,480.0,800.0,5,0
intex,1800,5,1,1,8,android,2,4999,480.0,854.0,5,2
panasonic,3200,5,4,2,16,android,2,5299,720.0,1280.0,8,5
lyf,2000,5,4,1,8,android,2,5499,480.0,854.0,5,5
lava,2500,5,4,2,8,android,2,3999,720.0,1280.0,8,5
zopo,2500,5,4,2,16,android,2,12000,720.0,1280.0,13,5
iball,2600,6,4,2,16,android,2,7599,720.0,1280.0,13,8
micromax,3000,5,4,1,8,android,2,3995,480.0,854.0,5,2
vivo,2350,5,4,2,16,android,2,9099,540.0,960.0,8,5
lava,3000,6,4,3,16,android,2,8250,720.0,1280.0,13,8
lyf,2400,5,8,2,16,android,2,7750,720.0,1280.0,13,5
lyf,2600,5,8,2,16,android,2,4800,1080.0,1920.0,13,5
lenovo,3500,6,8,2,16,android,2,8990,1080.0,1920.0,13,8
panasonic,2350,5,8,3,32,android,2,13988,720.0,1280.0,13,5
swipe,2500,5,4,2,16,android,2,3599,720.0,1280.0,8,5
lava,2000,5,4,1,8,android,2,3449,480.0,854.0,5,2
intex,2300,5,2,1,8,android,2,4690,480.0,854.0,2,0
lava,1550,4,4,1,8,android,2,5199,480.0,800.0,5,0
intex,2000,5,4,1,8,android,2,4777,480.0,854.0,5,2
intex,1400,4,1,0,4,android,2,2399,480.0,800.0,2,0
intex,1400,4,1,0,1,android,2,1999,480.0,800.0,2,0
lenovo,2900,6,8,2,16,android,2,14000,1080.0,1920.0,13,5
karbonn,2300,5,4,0,8,android,2,4690,480.0,854.0,3,1
alcatel,2580,6,4,1,16,android,2,3998,720.0,1280.0,8,5
lg,2125,5,4,1,8,android,1,994,480.0,854.0,5,5
lg,2300,5,4,1,8,android,1,3994,720.0,1280.0,13,5
intex,1700,5,2,0,4,android,2,3800,480.0,854.0,5,2
lava,2000,5,4,0,8,android,2,2899,480.0,854.0,5,2
intex,2000,5,4,1,8,android,2,4290,480.0,854.0,2,0
karbonn,2000,5,4,1,8,android,2,8700,540.0,960.0,8,3
xolo,2300,5,4,1,8,android,2,7999,720.0,1280.0,8,5
zen,2900,6,4,1,8,android,2,3739,540.0,960.0,5,2
videocon,2200,5,4,1,8,android,2,2950,720.0,1280.0,13,5
intex,2000,5,4,1,8,android,2,4699,720.0,1280.0,8,2
intex,2000,5,4,0,8,android,2,2199,480.0,854.0,2,0
kult,2350,5,4,3,16,android,2,4499,720.0,1280.0,13,5
micromax,2100,5,8,3,16,android,2,4150,720.0,1280.0,13,5
asus,3450,7,4,1,8,android,2,6199,1024.0,600.0,5,0
xiaomi,3100,6,4,2,16,android,2,8999,720.0,1280.0,13,5
iball,2200,6,4,1,8,android,2,3999,720.0,1280.0,8,5
micromax,2500,6,4,3,16,android,2,4790,720.0,1280.0,13,5
micromax,2000,5,4,1,8,android,2,4990,720.0,1280.0,8,5
gionee,2000,5,8,1,16,android,2,6999,720.0,1280.0,5,2
zte,2800,5,8,2,16,android,2,2900,720.0,1280.0,13,8
panasonic,2500,6,8,2,16,android,2,6990,720.0,1280.0,13,5
samsung,3300,6,8,3,16,android,1,9999,1080.0,1920.0,13,5
videocon,2200,5,8,1,8,android,2,6390,720.0,1280.0,8,5
videocon,1600,5,4,1,8,android,2,2999,480.0,854.0,2,0
micromax,2500,5,4,1,8,android,2,7499,854.0,480.0,5,2
lava,2900,5,4,3,16,android,2,12000,720.0,1280.0,13,5
intex,4000,5,4,1,8,android,2,4999,720.0,1280.0,5,2
lava,2000,5,4,1,8,android,2,2999,480.0,854.0,5,0
samsung,2600,5,4,1,8,android,1,4999,720.0,1280.0,8,5
intex,2300,5,2,0,8,android,2,4090,480.0,854.0,2,0
micromax,2000,5,4,2,16,android,2,4050,720.0,1280.0,8,2
micromax,1750,5,4,1,8,android,2,3799,480.0,854.0,8,2
intex,2150,5,4,3,16,android,2,5849,720.0,1280.0,8,2
intex,1400,4,1,0,1,android,2,2199,480.0,800.0,0,0
intex,2000,5,4,0,8,android,2,2199,480.0,854.0,2,0
iball,2100,5,4,1,8,android,2,4699,480.0,854.0,8,3
gionee,3150,6,8,3,16,android,2,6490,720.0,1280.0,13,5
infocus,2600,6,4,2,16,android,2,6990,720.0,1280.0,13,8
htc,2800,6,8,2,16,android,2,7999,1080.0,1920.0,13,4
htc,2800,6,8,1,16,android,2,11586,720.0,1280.0,13,5
intex,2500,5,4,1,8,android,2,4900,480.0,854.0,5,0
intex,1400,4,2,0,8,android,2,4299,480.0,800.0,0,0
xolo,2400,5,8,3,32,android,2,9999,1080.0,1920.0,13,5
infocus,2000,5,4,1,8,android,2,2490,480.0,854.0,5,2
karbonn,2000,4,1,0,1,android,2,2599,480.0,800.0,2,0
oppo,2420,5,4,1,16,android,2,8200,540.0,960.0,8,5
samsung,3000,6,4,1,8,android,2,9977,720.0,1280.0,13,5
micromax,2000,5,4,0,2,android,2,2399,480.0,854.0,5,2
samsung,2600,5,4,1,8,android,2,4655,720.0,1280.0,8,5
lenovo,2000,4,4,1,8,android,2,3549,480.0,800.0,5,0
lenovo,2300,5,4,2,16,android,2,5990,720.0,1280.0,13,5
lava,4000,5,4,2,8,android,2,8700,480.0,854.0,8,2
intex,2000,5,4,1,8,android,2,5300,720.0,1280.0,5,0
intex,2500,5,4,3,16,android,2,9300,720.0,1280.0,8,5
zopo,3000,6,8,3,16,android,1,6499,1080.0,1920.0,13,5
micromax,1450,4,4,0,4,android,2,2240,480.0,800.0,2,1
micromax,2000,5,4,0,4,android,2,2999,480.0,854.0,5,2
samsung,2600,5,4,1,8,tizen,2,4990,720.0,1280.0,8,5
panasonic,2910,6,4,1,8,android,2,8499,720.0,1280.0,8,2
panasonic,2150,5,4,1,8,android,2,3899,720.0,1280.0,8,2
zte,2800,5,8,3,32,android,1,5900,1080.0,1920.0,13,8
iball,1700,5,2,0,8,android,2,3840,480.0,854.0,5,2
microsoft,2100,5,4,1,8,windows,1,5398,720.0,1280.0,5,2
microsoft,3000,5,6,3,32,windows,1,41390,1440.0,2560.0,20,5
microsoft,3340,6,8,3,32,windows,1,24999,1440.0,2560.0,20,5
micromax,1650,5,4,0,4,android,2,2999,480.0,854.0,5,2
lg,3000,6,6,4,64,android,1,14999,1440.0,2560.0,16,5
videocon,3000,5,4,1,1,android,2,5399,480.0,854.0,8,5
videocon,2000,5,4,1,8,android,2,2799,480.0,854.0,5,2
vivo,1900,5,4,1,8,android,2,4999,854.0,480.0,5,2
samsung,1800,4,2,0,4,android,2,4300,480.0,800.0,5,2
vivo,2260,5,4,1,16,android,2,9001,720.0,1280.0,8,5
micromax,2820,6,4,2,16,android,2,4499,720.0,1280.0,13,5
lava,2000,4,1,0,8,android,2,2499,480.0,800.0,5,0
micromax,2000,5,4,1,8,android,2,3199,480.0,854.0,5,2
gionee,2000,5,4,1,16,android,2,3299,480.0,485.0,5,0
micromax,2000,5,4,1,8,android,2,4970,720.0,1280.0,8,5
intex,4000,5,4,1,8,android,2,5990,720.0,1280.0,5,2
micromax,4000,6,4,2,16,android,2,5990,720.0,1280.0,8,5
intex,1850,5,4,1,8,android,2,4295,720.0,1280.0,8,8
iball,2000,5,4,2,16,android,2,3999,720.0,1280.0,13,8
micromax,4000,5,4,2,8,android,2,4290,720.0,1280.0,8,2
htc,2800,6,8,2,16,android,2,5999,720.0,1280.0,13,5
lenovo,3900,5,4,2,16,android,2,6999,720.0,1280.0,8,5
sony,3430,6,8,3,32,android,2,57500,2160.0,3840.0,23,5
acer,2420,5,4,2,16,android,1,5750,720.0,1280.0,8,8
micromax,1850,5,4,1,8,android,2,3999,480.0,854.0,5,2
intex,2000,5,4,0,8,android,2,3699,480.0,854.0,8,2
iball,1800,5,4,1,1,android,2,4995,480.0,854.0,8,3
videocon,2200,5,8,1,8,android,2,5499,720.0,1280.0,8,5
intex,3000,5,4,1,8,android,2,5649,720.0,1280.0,5,2
zopo,2500,5,8,3,16,android,2,3990,1080.0,1920.0,13,5
panasonic,2910,6,8,2,32,android,2,14990,1080.0,1920.0,13,8
intex,1500,4,4,0,4,android,2,2399,480.0,800.0,2,0
lenovo,2000,5,4,1,8,android,2,6000,480.0,854.0,5,2
lava,1400,4,1,0,1,android,2,2222,400.0,800.0,2,0
panasonic,1800,5,4,1,8,android,2,4650,480.0,854.0,5,0
panasonic,2000,5,4,1,8,android,2,5830,720.0,1280.0,8,2
panasonic,2500,6,4,1,8,android,2,3990,540.0,960.0,8,2
lava,1750,5,4,0,8,android,1,4299,854.0,480.0,5,0
iball,2000,5,4,0,8,android,2,3499,540.0,960.0,8,0
intex,2000,5,4,0,8,android,2,3899,540.0,960.0,5,0
philips,1600,4,2,0,4,android,1,3199,480.0,800.0,5,0
intex,1700,5,4,2,16,android,2,4499,540.0,960.0,8,5
blu,2500,5,4,1,8,windows,2,4500,720.0,1280.0,8,2
intex,1600,5,4,0,8,android,2,4449,480.0,854.0,5,1
intex,2300,6,4,1,8,android,2,8200,720.0,1280.0,8,2
asus,3000,6,8,3,16,android,2,8999,1080.0,1920.0,13,5
intex,2300,5,4,2,16,android,2,5999,720.0,1280.0,13,5
lava,2500,5,4,2,16,android,1,6999,720.0,1280.0,13,8
asus,2070,5,4,2,8,android,2,5990,720.0,1280.0,13,5
sony,2600,5,8,3,16,android,1,5999,1080.0,1920.0,21,13
sony,2930,6,8,2,16,android,1,25990,1080.0,1920.0,13,13
lava,2000,5,4,1,8,android,2,2999,854.0,480.0,8,5
infocus,2450,5,8,2,16,android,1,4490,1080.0,1920.0,13,5
panasonic,1400,4,2,0,4,android,2,2000,480.0,800.0,2,0
iball,3000,6,4,1,8,android,2,5000,720.0,1280.0,8,5
lava,2000,5,4,1,8,android,2,2999,480.0,854.0,5,2
intex,2900,4,4,0,4,android,2,4050,480.0,800.0,5,2
lg,2540,5,4,1,8,android,2,3999,480.0,854.0,8,5
karbonn,1800,5,4,2,16,android,2,3990,720.0,1280.0,8,5
panasonic,1500,4,4,0,4,android,2,2990,480.0,800.0,3,0
iball,1250,4,1,0,1,android,2,2499,320.0,480.0,2,0
spice,1450,4,1,0,4,android,2,3500,480.0,800.0,3,1
micromax,1300,4,2,0,4,android,2,2984,480.0,800.0,3,0
vivo,2300,5,4,2,16,android,2,15300,720.0,1280.0,13,5
panasonic,2050,5,8,2,16,android,2,5529,720.0,1280.0,13,5
xolo,2100,5,4,1,8,android,2,3699,854.0,480.0,8,2
intex,1400,4,4,1,8,android,2,3599,480.0,800.0,5,0
intex,1500,4,4,0,8,android,2,2599,480.0,800.0,5,0
videocon,2000,5,4,1,8,android,2,2940,480.0,854.0,8,5
intex,1700,5,2,0,4,android,2,2999,480.0,854.0,5,2
iball,1250,4,1,0,1,android,2,2498,480.0,800.0,2,0
iball,2150,5,4,1,8,android,2,3999,480.0,854.0,8,0
samsung,4500,7,8,6,128,android,2,22299,1080.0,2400.0,32,32
black shark,4000,6,8,6,128,android,2,29999,1080.0,2340.0,48,20
oneplus,3700,6,8,6,128,android,2,29999,1080.0,2340.0,48,16
xiaomi,4000,6,8,2,16,android,2,7332,720.0,1520.0,12,8
honor,4000,6,8,6,128,android,1,25120,1080.0,2310.0,48,25
google,3000,6,8,4,64,android,1,30999,1080.0,2220.0,12,8
oppo,3600,6,8,4,64,android,1,9990,1080.0,2340.0,16,25
nokia,3060,6,8,4,64,android,2,11900,1080.0,2280.0,12,8
realme,3500,6,8,4,64,android,2,11770,1080.0,2340.0,16,16
vivo,3260,6,8,4,64,android,2,16490,1080.0,2280.0,13,16
sony,2700,5,8,4,32,android,2,34990,1080.0,1920.0,19,13
asus,5000,6,8,4,64,android,2,26999,1080.0,1920.0,12,13
intex,2850,6,8,2,16,android,2,9630,1080.0,1920.0,13,5
micromax,2900,5,8,3,16,android,2,6800,1080.0,1920.0,13,5
panasonic,2500,6,8,1,8,android,2,11900,720.0,1280.0,13,2
realme,5000,6,8,3,32,android,2,8999,1600.0,720.0,12,5
realme,5000,6,8,3,32,android,2,8999,1600.0,720.0,12,5
realme,5000,6,8,4,64,android,2,9999,1600.0,720.0,12,5
realme,5000,6,8,4,64,android,2,9999,1600.0,720.0,12,5
realme,5000,6,8,4,128,android,2,11999,1600.0,720.0,48,16
realme,5000,6,8,4,128,android,2,11999,1600.0,720.0,48,16
realme,4035,6,8,6,64,android,2,14999,2340.0,1080.0,48,16
realme,4035,6,8,8,128,android,2,16999,2340.0,1080.0,48,16
realme,4035,6,8,8,128,android,2,16999,2340.0,1080.0,48,16
realme,4035,6,8,4,64,android,2,13999,2340.0,1080.0,48,16
realme,4000,6,8,12,256,android,2,35999,2400.0,1080.0,64,16
realme,4000,6,8,12,256,android,2,35999,2400.0,1080.0,64,16
realme,4000,6,8,8,128,android,2,31999,2400.0,1080.0,64,16
realme,4000,6,8,8,128,android,2,31999,2400.0,1080.0,64,16
realme,3500,6,8,8,128,android,2,15490,2340.0,1080.0,16,16
realme,4000,6,8,4,64,android,2,16999,1080.0,2340.0,64,16
realme,4000,6,8,4,64,android,2,16999,1080.0,2340.0,64,16
realme,4200,6,8,8,128,android,2,41999,1080.0,2400.0,64,32
realme,4200,6,8,8,128,android,2,41999,1080.0,2400.0,64,32
realme,4200,6,8,12,256,android,2,46999,1080.0,2400.0,64,32
realme,5000,6,8,3,32,android,2,8999,720.0,1600.0,12,5
realme,4300,6,8,6,128,android,2,16999,2400.0,1080.0,64,16
realme,4300,6,8,8,128,android,2,19999,2400.0,1080.0,64,16
realme,4300,6,8,8,128,android,2,19999,2400.0,1080.0,64,16
realme,4000,6,8,2,32,android,2,6999,1560.0,720.0,13,5
realme,4000,6,8,2,32,android,2,6999,1560.0,720.0,13,5
realme,4000,6,8,3,32,android,2,7499,1560.0,720.0,13,5
realme,4000,6,8,3,32,android,2,7499,1560.0,720.0,13,5
realme,4000,6,8,3,32,android,2,7499,1560.0,720.0,13,5
realme,4300,6,8,8,128,android,2,17999,2400.0,1080.0,64,16
realme,4000,6,8,3,32,android,2,7499,1560.0,720.0,13,5
realme,4035,6,8,4,64,android,2,13999,2340.0,1080.0,48,16
realme,5000,6,8,4,128,android,2,11999,720.0,1600.0,48,13
realme,5000,6,8,4,64,android,2,10999,720.0,1600.0,48,13
realme,5000,6,8,4,128,android,2,11999,720.0,1600.0,48,13
realme,5000,6,8,4,64,android,2,10999,720.0,1600.0,48,13
realme,5000,6,8,4,128,android,2,11999,720.0,1600.0,48,13
realme,5000,6,8,4,64,android,2,10999,720.0,1600.0,48,13
realme,4000,6,8,6,64,android,2,29999,2400.0,1080.0,64,16
realme,4000,6,8,6,64,android,2,29999,2400.0,1080.0,64,16
realme,4000,6,8,12,256,android,2,36999,2400.0,1080.0,64,16
realme,4000,6,8,12,256,android,2,36999,2400.0,1080.0,64,16
realme,4300,6,8,8,128,android,2,17999,2400.0,1080.0,64,16
realme,4000,6,8,3,32,android,2,7499,1560.0,720.0,13,5
realme,4035,6,8,4,64,android,2,13999,2340.0,1080.0,48,16
realme,5000,6,8,4,128,android,2,11999,720.0,1600.0,48,13
realme,5000,6,8,4,64,android,2,10999,720.0,1600.0,48,13
realme,5000,6,8,4,128,android,2,11999,720.0,1600.0,48,13
realme,5000,6,8,4,64,android,2,10999,720.0,1600.0,48,13
realme,5000,6,8,4,128,android,2,11999,720.0,1600.0,48,13
realme,5000,6,8,4,64,android,2,10999,720.0,1600.0,48,13
realme,4000,6,8,6,64,android,2,29999,2400.0,1080.0,64,16
realme,4000,6,8,6,64,android,2,29999,2400.0,1080.0,64,16
realme,4000,6,8,12,256,android,2,36999,2400.0,1080.0,64,16
realme,4000,6,8,12,256,android,2,36999,2400.0,1080.0,64,16
realme,4000,6,8,6,128,android,2,19999,1080.0,2340.0,64,32
realme,4000,6,8,6,128,android,2,19999,1080.0,2340.0,64,32
realme,4000,6,8,4,64,android,2,17999,1080.0,2340.0,64,32
realme,4000,6,8,4,64,android,2,17999,1080.0,2340.0,64,32
realme,4000,6,8,8,128,android,2,20999,1080.0,2340.0,64,32
realme,4000,6,8,6,128,android,2,19999,1080.0,2340.0,64,32
realme,4000,6,8,8,128,android,2,20999,1080.0,2340.0,64,32
realme,4000,6,8,8,128,android,2,20999,1080.0,2340.0,64,32
realme,4000,6,8,2,16,android,2,6499,1560.0,720.0,13,5
realme,5000,6,8,4,128,android,2,11999,1600.0,720.0,48,16
realme,4200,6,8,8,128,android,2,25999,2400.0,1080.0,64,16
realme,4200,6,8,6,128,android,2,24999,2400.0,1080.0,64,16
realme,4200,6,8,8,128,android,2,25999,2400.0,1080.0,64,16
realme,4200,6,8,8,128,android,2,27999,2400.0,1080.0,64,32
realme,4200,6,8,12,256,android,2,32999,2400.0,1080.0,64,32
realme,4200,6,8,12,256,android,2,32999,2400.0,1080.0,64,32
realme,4200,6,8,8,128,android,2,27999,2400.0,1080.0,64,32
realme,4230,6,8,3,32,android,2,8499,1520.0,720.0,13,13
realme,4230,6,8,4,64,android,2,9499,1520.0,720.0,13,13
realme,4230,6,8,3,64,android,2,9499,1520.0,720.0,13,13
realme,4230,6,8,3,64,android,2,9499,1520.0,720.0,13,13
realme,4230,6,8,3,32,android,2,8499,1520.0,720.0,13,13
realme,4230,6,8,4,64,android,2,10499,1520.0,720.0,13,13
realme,4230,6,8,4,64,android,2,10499,1520.0,720.0,13,13
redmi,5000,6,8,4,64,android,2,9799,1520.0,720.0,12,8
redmi,5000,6,8,4,64,android,2,9799,1520.0,720.0,12,8
redmi,4000,6,8,6,128,android,2,24999,2340.0,1080.0,48,20
redmi,5020,6,8,4,64,android,2,16999,2400.0,1080.0,48,16
redmi,4000,6,8,6,128,android,2,24999,2340.0,1080.0,48,20
mi,4030,6,8,6,128,android,2,16939,1560.0,720.0,48,32
redmi,4000,6,8,6,128,android,2,24999,2340.0,1080.0,48,20
redmi,4000,6,8,6,128,android,2,16999,2340.0,1080.0,48,13
mi,4030,6,8,6,128,android,2,14999,1560.0,720.0,48,32
mi,3400,5,8,6,128,android,2,16999,2160.0,1080.0,12,5
redmi,4000,6,8,6,128,android,2,24999,2340.0,1080.0,48,20
mi,4030,6,8,6,128,android,2,17350,1560.0,720.0,48,32
redmi,4000,6,8,8,256,android,2,29999,2340.0,1080.0,48,20
redmi,4000,6,8,6,128,android,2,13999,2340.0,1080.0,48,13
redmi,4000,6,8,6,64,android,2,21999,2340.0,1080.0,48,20
redmi,3080,5,8,4,64,android,2,13495,1440.0,720.0,12,16
redmi,4000,6,8,8,256,android,2,29999,2340.0,1080.0,48,20
redmi,4000,6,8,6,128,android,2,24999,2340.0,1080.0,48,20
redmi,4000,6,8,4,64,android,2,15990,2280.0,1080.0,12,20
mi,3010,5,8,4,64,android,2,13999,2160.0,1080.0,20,20
mi,4780,6,8,8,256,android,2,55799,2340.0,1080.0,108,20
